fbid,mother_tongue,locality,occupation,age,pages_liked_1,pages_liked_2,pages_liked_3,gender,marital_status,education_school,education_college
100632,Hindi,da_DK,Mechanical Engineer,20,Mitacs Globalink,J.K Rowling,Vidyamandir Classes,F,Married,DPS,MIT
100633,Spanish,cy_GB,Mechanical Engineer,33,J.K Rowling,Shopmania,Silicon Valley,F,single,Indraprastha School,Delhi technological University
100634,Chinese,cy_GB,Dentist,23,Narendra Modi,Shopmania,Silicon Valley,M,single,Mount Carmel,Maharaja Surajmal
100635,Portugese,de_DE,Mechanical Engineer,25,Terrible Tiny Tales,A.P.J Abdul Kalam,MS Dhoni,F,single,DPS,MIT
100636,German,cy_GB,Neurologist,40,Vidyamandir Classes,Silicon Valley,Shopmania,M,Married,Mount Carmel,Delhi technological University
100637,Spanish,de_DE,Dentist,21,J.K Rowling,MS Dhoni,Silicon Valley,M,Married,Oxford School,Delhi technological University
100638,Spanish,es_LA,General Physician,22,Narendra Modi,Silicon Valley,J.K Rowling,F,single,Mount Carmel,Amity
100639,English,ca_ES,Teacher,39,Shopmania,MS Dhoni,Narendra Modi,F,single,Neo Convent,Maharaja Surajmal
100640,German,en_US,General Physician,35,Disha Patani,Silicon Valley,J.K Rowling,M,single,DPS,MIT
100641,English,cs_CZ,Business Man,22,J.K Rowling,Disha Patani,A.P.J Abdul Kalam,F,single,DPS,Amity
100642,Hindi,cy_GB,Neurologist,32,J.K Rowling,Shopmania,A.P.J Abdul Kalam,F,Married,DPS,CMU
100643,English,da_DK,Teacher,28,Terrible Tiny Tales,Shopmania,Silicon Valley,F,Married,Mount Carmel,Delhi technological University
100644,German,de_DE,Computer Engineer,24,Terrible Tiny Tales,A.P.J Abdul Kalam,MS Dhoni,F,single,Indraprastha School,Delhi technological University
100645,German,en_US,Teacher,28,Disha Patani,J.K Rowling,Silicon Valley,M,Married,Neo Convent,CMU
100646,Spanish,es_ES,Mechanical Engineer,29,Silicon Valley,Vidyamandir Classes,J.K Rowling,F,Married,Oxford School,Amity
100647,German,de_DE,Computer Engineer,21,A.P.J Abdul Kalam,MS Dhoni,J.K Rowling,F,Married,Neo Convent,MIT
100648,Chinese,eu_ES,Dentist,22,Mitacs Globalink,Narendra Modi,Disha Patani,M,single,DPS,Maharaja Surajmal
100649,German,cx_PH,Computer Engineer,32,J.K Rowling,Silicon Valley,Narendra Modi,F,single,Mount Carmel,MIT
100650,Chinese,en_UD,Dentist,23,Vidyamandir Classes,Narendra Modi,A.P.J Abdul Kalam,M,single,Oxford School,MIT
100651,Spanish,es_LA,Computer Engineer,22,J.K Rowling,Disha Patani,Shopmania,F,Married,DPS,Delhi technological University
100652,Chinese,ca_ES,Neurologist,29,Silicon Valley,MS Dhoni,Shopmania,M,Married,Oxford School,Amity
100653,Hindi,cy_GB,General Physician,38,Terrible Tiny Tales,Silicon Valley,Shopmania,M,Married,Neo Convent,Delhi technological University
100654,Portugese,gn_PY,General Physician,32,Narendra Modi,A.P.J Abdul Kalam,Mitacs Globalink,M,single,Oxford School,MIT
100655,Hindi,en_US,General Physician,21,Disha Patani,Shopmania,Vidyamandir Classes,M,single,DPS,Amity
100656,English,eu_ES,Mechanical Engineer,31,Terrible Tiny Tales,MS Dhoni,J.K Rowling,F,single,Indraprastha School,Delhi technological University
100657,Portugese,eu_ES,Business Man,40,Shopmania,J.K Rowling,Disha Patani,M,single,Mount Carmel,MIT
100658,Chinese,cx_PH,Teacher,26,Narendra Modi,J.K Rowling,Disha Patani,M,Married,Mount Carmel,Maharaja Surajmal
100659,English,de_DE,Dentist,37,Vidyamandir Classes,Silicon Valley,Mitacs Globalink,M,Married,Mount Carmel,Amity
100660,Spanish,eu_ES,Computer Engineer,28,MS Dhoni,Terrible Tiny Tales,Shopmania,M,single,Mount Carmel,CMU
100661,German,gn_PY,Business Man,23,J.K Rowling,Disha Patani,A.P.J Abdul Kalam,M,Married,Neo Convent,Delhi technological University
100662,German,es_LA,Business Man,28,Narendra Modi,J.K Rowling,Vidyamandir Classes,M,single,Mount Carmel,Delhi technological University
100663,Portugese,es_LA,Dentist,22,Shopmania,Disha Patani,A.P.J Abdul Kalam,M,single,Mount Carmel,Maharaja Surajmal
100664,English,da_DK,Teacher,32,Mitacs Globalink,A.P.J Abdul Kalam,Disha Patani,F,Married,Mount Carmel,CMU
100665,German,gn_PY,Mechanical Engineer,24,Mitacs Globalink,Silicon Valley,J.K Rowling,M,single,Oxford School,Maharaja Surajmal
100666,German,gn_PY,Civil Engineer,28,Vidyamandir Classes,J.K Rowling,A.P.J Abdul Kalam,F,Married,DPS,Amity
100667,English,cs_CZ,Neurologist,29,Terrible Tiny Tales,MS Dhoni,Silicon Valley,M,Married,DPS,MIT
100668,Portugese,ca_ES,Business Man,25,A.P.J Abdul Kalam,Vidyamandir Classes,Shopmania,M,single,Indraprastha School,Maharaja Surajmal
100669,Chinese,en_UD,Neurologist,21,A.P.J Abdul Kalam,J.K Rowling,Terrible Tiny Tales,F,single,Oxford School,Amity
100670,Hindi,es_LA,General Physician,38,Mitacs Globalink,Disha Patani,A.P.J Abdul Kalam,M,Married,Oxford School,MIT
100671,Hindi,ca_ES,Dentist,37,Narendra Modi,J.K Rowling,MS Dhoni,M,single,Neo Convent,Amity
100672,English,de_DE,Computer Engineer,40,Shopmania,Narendra Modi,MS Dhoni,M,Married,DPS,Maharaja Surajmal
100673,Spanish,es_ES,General Physician,39,MS Dhoni,A.P.J Abdul Kalam,Shopmania,M,single,Neo Convent,Delhi technological University
100674,Chinese,cy_GB,Computer Engineer,31,J.K Rowling,Silicon Valley,Terrible Tiny Tales,F,Married,Mount Carmel,Delhi technological University
100675,German,es_LA,Business Man,40,Narendra Modi,Mitacs Globalink,Shopmania,F,single,Neo Convent,Amity
100676,German,es_LA,General Physician,28,Narendra Modi,MS Dhoni,J.K Rowling,M,Married,Neo Convent,CMU
100677,Spanish,es_LA,Neurologist,37,Narendra Modi,Mitacs Globalink,A.P.J Abdul Kalam,M,Married,Oxford School,Amity
100678,English,cy_GB,Civil Engineer,32,Shopmania,MS Dhoni,Terrible Tiny Tales,F,single,Oxford School,CMU
100679,Hindi,da_DK,Business Man,30,Silicon Valley,Terrible Tiny Tales,Vidyamandir Classes,F,Married,Oxford School,Maharaja Surajmal
100680,German,cx_PH,Dentist,25,Mitacs Globalink,Silicon Valley,Narendra Modi,F,Married,Indraprastha School,Maharaja Surajmal
100681,Portugese,cx_PH,Computer Engineer,24,Disha Patani,A.P.J Abdul Kalam,Mitacs Globalink,F,Married,DPS,Maharaja Surajmal
100682,Chinese,es_LA,Dentist,33,Vidyamandir Classes,Mitacs Globalink,Disha Patani,F,Married,Indraprastha School,Delhi technological University
100683,Chinese,en_US,Dentist,34,MS Dhoni,Terrible Tiny Tales,Narendra Modi,F,single,Oxford School,Amity
100684,German,en_UD,Dentist,20,Vidyamandir Classes,Disha Patani,Silicon Valley,F,single,Neo Convent,MIT
100685,German,ca_ES,General Physician,36,Narendra Modi,Terrible Tiny Tales,Mitacs Globalink,F,Married,DPS,Delhi technological University
100686,Chinese,da_DK,Business Man,35,Silicon Valley,Narendra Modi,Mitacs Globalink,M,Married,Neo Convent,Maharaja Surajmal
100687,English,de_DE,Mechanical Engineer,32,J.K Rowling,Mitacs Globalink,Disha Patani,M,single,Indraprastha School,MIT
100688,Spanish,en_US,Dentist,31,Terrible Tiny Tales,Silicon Valley,J.K Rowling,M,Married,Neo Convent,Delhi technological University
100689,Portugese,gn_PY,Teacher,34,A.P.J Abdul Kalam,Shopmania,Vidyamandir Classes,F,Married,Indraprastha School,MIT
100690,German,da_DK,Mechanical Engineer,38,MS Dhoni,Terrible Tiny Tales,Mitacs Globalink,M,Married,Oxford School,MIT
100691,Spanish,de_DE,Neurologist,28,MS Dhoni,Silicon Valley,Disha Patani,F,Married,Neo Convent,CMU
100692,Spanish,es_LA,Mechanical Engineer,20,Shopmania,Vidyamandir Classes,A.P.J Abdul Kalam,F,Married,Neo Convent,MIT
100693,Portugese,de_DE,Teacher,22,J.K Rowling,Shopmania,Mitacs Globalink,M,single,Indraprastha School,MIT
100694,Spanish,de_DE,Dentist,26,Shopmania,Silicon Valley,Mitacs Globalink,F,single,Oxford School,Amity
100695,Spanish,cx_PH,Computer Engineer,30,J.K Rowling,Vidyamandir Classes,MS Dhoni,F,single,Mount Carmel,CMU
100696,Spanish,gn_PY,Civil Engineer,34,Mitacs Globalink,Terrible Tiny Tales,Shopmania,M,single,Neo Convent,Delhi technological University
100697,English,ca_ES,Computer Engineer,37,Terrible Tiny Tales,MS Dhoni,Shopmania,M,single,Oxford School,CMU
100698,English,gn_PY,Computer Engineer,40,Shopmania,Terrible Tiny Tales,Silicon Valley,M,single,Mount Carmel,MIT
100699,English,ca_ES,Mechanical Engineer,29,MS Dhoni,J.K Rowling,Shopmania,M,Married,DPS,Amity
100700,English,gn_PY,Teacher,31,Shopmania,Silicon Valley,A.P.J Abdul Kalam,M,single,Indraprastha School,Delhi technological University
100701,German,en_US,Mechanical Engineer,35,Silicon Valley,Mitacs Globalink,Shopmania,F,single,Neo Convent,CMU
100702,Chinese,es_ES,Civil Engineer,23,Silicon Valley,Disha Patani,Terrible Tiny Tales,M,Married,Neo Convent,Amity
100703,German,ca_ES,Neurologist,24,A.P.J Abdul Kalam,Terrible Tiny Tales,Vidyamandir Classes,M,single,Oxford School,Amity
100704,English,en_UD,Business Man,34,J.K Rowling,Mitacs Globalink,Silicon Valley,M,Married,Oxford School,Delhi technological University
100705,Hindi,gn_PY,Business Man,30,Vidyamandir Classes,Mitacs Globalink,J.K Rowling,M,Married,Indraprastha School,MIT
100706,Hindi,cs_CZ,Mechanical Engineer,38,Narendra Modi,A.P.J Abdul Kalam,Disha Patani,F,Married,Indraprastha School,Amity
100707,Chinese,cs_CZ,Dentist,21,Shopmania,Disha Patani,Mitacs Globalink,F,Married,Oxford School,Amity
100708,English,cx_PH,Neurologist,26,Shopmania,Narendra Modi,Terrible Tiny Tales,M,Married,Neo Convent,MIT
100709,Chinese,cs_CZ,Dentist,32,Shopmania,Narendra Modi,Silicon Valley,F,Married,Indraprastha School,CMU
100710,English,ca_ES,Civil Engineer,23,Mitacs Globalink,Silicon Valley,MS Dhoni,F,single,Indraprastha School,Amity
100711,Spanish,en_US,Dentist,25,Narendra Modi,A.P.J Abdul Kalam,MS Dhoni,F,Married,Mount Carmel,MIT
100712,Chinese,es_LA,Civil Engineer,38,Silicon Valley,Disha Patani,J.K Rowling,M,Married,DPS,CMU
100713,Spanish,es_ES,Business Man,25,A.P.J Abdul Kalam,Narendra Modi,Vidyamandir Classes,M,single,Mount Carmel,CMU
100714,English,es_ES,Mechanical Engineer,26,Shopmania,Terrible Tiny Tales,A.P.J Abdul Kalam,M,Married,Mount Carmel,Maharaja Surajmal
100715,Portugese,cx_PH,Dentist,34,Silicon Valley,Shopmania,Terrible Tiny Tales,F,single,DPS,MIT
100716,Spanish,cy_GB,Teacher,37,Mitacs Globalink,Vidyamandir Classes,Disha Patani,M,Married,Neo Convent,CMU
100717,English,eu_ES,Civil Engineer,21,J.K Rowling,Disha Patani,Mitacs Globalink,F,single,Oxford School,Delhi technological University
100718,Portugese,en_US,Civil Engineer,21,Narendra Modi,Silicon Valley,Vidyamandir Classes,F,Married,DPS,MIT
100719,Chinese,cx_PH,Mechanical Engineer,27,Narendra Modi,A.P.J Abdul Kalam,Silicon Valley,M,Married,Mount Carmel,Amity
100720,English,gn_PY,General Physician,26,A.P.J Abdul Kalam,Mitacs Globalink,MS Dhoni,M,Married,Neo Convent,Delhi technological University
100721,Portugese,eu_ES,Teacher,23,Vidyamandir Classes,J.K Rowling,Terrible Tiny Tales,F,Married,Oxford School,MIT
100722,English,cs_CZ,Business Man,35,Disha Patani,Narendra Modi,A.P.J Abdul Kalam,M,Married,DPS,MIT
100723,Portugese,eu_ES,Mechanical Engineer,30,Terrible Tiny Tales,Shopmania,A.P.J Abdul Kalam,M,single,Neo Convent,CMU
100724,German,de_DE,Business Man,29,Vidyamandir Classes,Silicon Valley,Mitacs Globalink,F,single,DPS,MIT
100725,Chinese,es_LA,Dentist,36,MS Dhoni,Narendra Modi,Terrible Tiny Tales,M,Married,Neo Convent,Delhi technological University
100726,Hindi,eu_ES,General Physician,28,J.K Rowling,Vidyamandir Classes,Terrible Tiny Tales,F,single,Mount Carmel,MIT
100727,Spanish,de_DE,Computer Engineer,35,J.K Rowling,MS Dhoni,Narendra Modi,F,Married,Neo Convent,Maharaja Surajmal
100728,English,eu_ES,Dentist,23,Vidyamandir Classes,A.P.J Abdul Kalam,Terrible Tiny Tales,M,single,Indraprastha School,MIT
100729,English,cs_CZ,General Physician,34,Terrible Tiny Tales,Vidyamandir Classes,Shopmania,F,single,Oxford School,Maharaja Surajmal
100730,German,cs_CZ,Mechanical Engineer,27,Shopmania,MS Dhoni,Disha Patani,F,Married,Indraprastha School,MIT
100731,Portugese,en_UD,Neurologist,22,Terrible Tiny Tales,A.P.J Abdul Kalam,Narendra Modi,F,Married,DPS,Amity
100732,Hindi,cx_PH,Teacher,25,Vidyamandir Classes,Silicon Valley,Disha Patani,F,Married,Neo Convent,Amity
100733,Spanish,es_LA,Mechanical Engineer,37,A.P.J Abdul Kalam,Terrible Tiny Tales,Shopmania,M,single,Oxford School,Delhi technological University
100734,Chinese,es_LA,Computer Engineer,35,Disha Patani,J.K Rowling,Vidyamandir Classes,M,single,DPS,Amity
100735,Spanish,es_ES,Business Man,24,A.P.J Abdul Kalam,Vidyamandir Classes,Mitacs Globalink,M,single,Neo Convent,Delhi technological University
100736,Hindi,en_UD,Dentist,30,J.K Rowling,Vidyamandir Classes,MS Dhoni,M,Married,Oxford School,Maharaja Surajmal
100737,Chinese,cy_GB,General Physician,33,Mitacs Globalink,MS Dhoni,A.P.J Abdul Kalam,M,single,DPS,Maharaja Surajmal
100738,Hindi,de_DE,Computer Engineer,37,A.P.J Abdul Kalam,Mitacs Globalink,Disha Patani,F,single,Mount Carmel,Delhi technological University
100739,English,cs_CZ,Business Man,25,J.K Rowling,Disha Patani,Terrible Tiny Tales,F,single,Indraprastha School,Delhi technological University
100740,English,ca_ES,Business Man,37,Terrible Tiny Tales,J.K Rowling,Silicon Valley,M,single,Mount Carmel,MIT
100741,English,es_LA,Business Man,29,MS Dhoni,Narendra Modi,Silicon Valley,M,Married,Indraprastha School,MIT
100742,German,en_US,Mechanical Engineer,38,MS Dhoni,Silicon Valley,Terrible Tiny Tales,F,single,Oxford School,MIT
100743,German,en_UD,Mechanical Engineer,31,Terrible Tiny Tales,Shopmania,Disha Patani,F,Married,Mount Carmel,Amity
100744,English,cs_CZ,Civil Engineer,31,Terrible Tiny Tales,Silicon Valley,Disha Patani,M,single,Indraprastha School,Delhi technological University
100745,Hindi,ca_ES,Mechanical Engineer,37,MS Dhoni,A.P.J Abdul Kalam,Shopmania,F,single,Oxford School,CMU
100746,Chinese,cx_PH,General Physician,22,Narendra Modi,Disha Patani,A.P.J Abdul Kalam,F,single,Neo Convent,Maharaja Surajmal
100747,Hindi,en_UD,Teacher,39,A.P.J Abdul Kalam,Mitacs Globalink,Narendra Modi,M,Married,Neo Convent,Amity
100748,English,cy_GB,Mechanical Engineer,34,Silicon Valley,Mitacs Globalink,A.P.J Abdul Kalam,F,Married,DPS,Amity
100749,German,es_LA,Teacher,23,J.K Rowling,A.P.J Abdul Kalam,Shopmania,M,Married,Mount Carmel,Delhi technological University
100750,Portugese,cs_CZ,Teacher,29,Disha Patani,Shopmania,Terrible Tiny Tales,M,single,Mount Carmel,Amity
100751,Spanish,cx_PH,Business Man,21,Vidyamandir Classes,Mitacs Globalink,Silicon Valley,M,Married,DPS,Maharaja Surajmal
100752,Chinese,ca_ES,Dentist,29,Vidyamandir Classes,J.K Rowling,MS Dhoni,M,single,Mount Carmel,Delhi technological University
100753,Spanish,cx_PH,Business Man,25,Shopmania,MS Dhoni,Vidyamandir Classes,F,Married,Indraprastha School,Delhi technological University
100754,English,en_US,Teacher,23,Shopmania,A.P.J Abdul Kalam,Narendra Modi,F,single,DPS,Amity
100755,German,cy_GB,Computer Engineer,23,A.P.J Abdul Kalam,Mitacs Globalink,Narendra Modi,M,single,Oxford School,Amity
100756,English,cs_CZ,Dentist,23,Terrible Tiny Tales,A.P.J Abdul Kalam,Shopmania,M,single,Oxford School,Maharaja Surajmal
100757,German,cs_CZ,Business Man,26,Disha Patani,Shopmania,Vidyamandir Classes,F,Married,Mount Carmel,CMU
100758,Spanish,es_ES,Dentist,31,Narendra Modi,Terrible Tiny Tales,Shopmania,M,single,DPS,Maharaja Surajmal
100759,German,cx_PH,Computer Engineer,33,Silicon Valley,Disha Patani,Mitacs Globalink,M,Married,Mount Carmel,MIT
100760,Spanish,gn_PY,Teacher,26,Shopmania,J.K Rowling,Vidyamandir Classes,M,single,Indraprastha School,Amity
100761,Hindi,cs_CZ,Dentist,37,Shopmania,Silicon Valley,MS Dhoni,F,Married,Neo Convent,MIT
100762,Hindi,da_DK,Business Man,20,Narendra Modi,Mitacs Globalink,A.P.J Abdul Kalam,F,Married,Neo Convent,Maharaja Surajmal
100763,Hindi,cx_PH,Mechanical Engineer,24,Disha Patani,Narendra Modi,MS Dhoni,M,single,DPS,Amity
100764,German,eu_ES,General Physician,25,Vidyamandir Classes,Narendra Modi,J.K Rowling,F,single,Indraprastha School,CMU
100765,Chinese,cs_CZ,Mechanical Engineer,28,Disha Patani,MS Dhoni,Narendra Modi,M,Married,Indraprastha School,Delhi technological University
100766,Portugese,cs_CZ,Civil Engineer,35,Terrible Tiny Tales,J.K Rowling,Shopmania,M,single,Indraprastha School,CMU
100767,German,gn_PY,Mechanical Engineer,35,Vidyamandir Classes,Disha Patani,Mitacs Globalink,F,single,Oxford School,Amity
100768,Chinese,ca_ES,Business Man,39,MS Dhoni,Disha Patani,Shopmania,M,single,Indraprastha School,Amity
100769,Chinese,cs_CZ,Business Man,21,Vidyamandir Classes,Disha Patani,Silicon Valley,M,Married,Indraprastha School,Amity
100770,Chinese,en_US,Dentist,25,Mitacs Globalink,Terrible Tiny Tales,Shopmania,F,single,DPS,Amity
100771,Chinese,cx_PH,Business Man,24,Mitacs Globalink,Narendra Modi,Terrible Tiny Tales,F,Married,DPS,Delhi technological University
100772,Hindi,en_UD,Dentist,36,J.K Rowling,Disha Patani,MS Dhoni,M,Married,Oxford School,MIT
100773,Hindi,de_DE,Teacher,33,J.K Rowling,Narendra Modi,Silicon Valley,F,single,Oxford School,Maharaja Surajmal
100774,Spanish,cx_PH,Dentist,28,Narendra Modi,J.K Rowling,Terrible Tiny Tales,F,Married,Oxford School,Delhi technological University
100775,Chinese,gn_PY,Business Man,35,J.K Rowling,Silicon Valley,Narendra Modi,F,single,Indraprastha School,CMU
100776,Chinese,gn_PY,Neurologist,29,Silicon Valley,Terrible Tiny Tales,A.P.J Abdul Kalam,F,single,Mount Carmel,MIT
100777,Portugese,cs_CZ,Business Man,35,MS Dhoni,Vidyamandir Classes,Shopmania,F,Married,Oxford School,Maharaja Surajmal
100778,Portugese,cs_CZ,Neurologist,29,Shopmania,J.K Rowling,A.P.J Abdul Kalam,M,Married,Neo Convent,CMU
100779,Hindi,es_LA,Computer Engineer,25,Narendra Modi,Silicon Valley,Mitacs Globalink,F,single,Neo Convent,MIT
100780,Portugese,cs_CZ,Mechanical Engineer,22,Narendra Modi,Terrible Tiny Tales,MS Dhoni,M,single,Mount Carmel,Maharaja Surajmal
100781,Spanish,de_DE,Civil Engineer,37,Shopmania,MS Dhoni,Silicon Valley,M,single,Mount Carmel,Amity
100782,Portugese,cx_PH,Teacher,23,MS Dhoni,Mitacs Globalink,J.K Rowling,F,Married,Mount Carmel,CMU
100783,Chinese,ca_ES,Neurologist,24,Disha Patani,Mitacs Globalink,Narendra Modi,F,Married,Oxford School,CMU
100784,Portugese,cs_CZ,Dentist,28,Terrible Tiny Tales,A.P.J Abdul Kalam,Mitacs Globalink,M,Married,Oxford School,Amity
100785,Portugese,es_ES,General Physician,31,Vidyamandir Classes,Disha Patani,Silicon Valley,F,Married,Neo Convent,Delhi technological University
100786,Portugese,en_UD,Civil Engineer,21,Vidyamandir Classes,Shopmania,MS Dhoni,M,Married,Indraprastha School,Delhi technological University
100787,Portugese,eu_ES,Dentist,39,MS Dhoni,Vidyamandir Classes,Silicon Valley,M,Married,DPS,Maharaja Surajmal
100788,German,en_US,Computer Engineer,21,Mitacs Globalink,Terrible Tiny Tales,Disha Patani,F,single,Neo Convent,Maharaja Surajmal
100789,Spanish,en_UD,Dentist,20,Mitacs Globalink,MS Dhoni,Narendra Modi,F,Married,Mount Carmel,CMU
100790,Portugese,cy_GB,Civil Engineer,24,Vidyamandir Classes,J.K Rowling,Silicon Valley,F,Married,Mount Carmel,MIT
100791,German,ca_ES,Teacher,32,J.K Rowling,Terrible Tiny Tales,A.P.J Abdul Kalam,F,Married,Oxford School,Maharaja Surajmal
100792,Spanish,en_US,Computer Engineer,32,A.P.J Abdul Kalam,Terrible Tiny Tales,Disha Patani,F,Married,Indraprastha School,Maharaja Surajmal
100793,Spanish,cy_GB,Teacher,32,A.P.J Abdul Kalam,Shopmania,MS Dhoni,F,single,Oxford School,MIT
100794,Hindi,cs_CZ,Business Man,22,Narendra Modi,Silicon Valley,A.P.J Abdul Kalam,F,Married,Indraprastha School,Maharaja Surajmal
100795,Hindi,en_UD,Teacher,35,Shopmania,Vidyamandir Classes,MS Dhoni,F,Married,Indraprastha School,Delhi technological University
100796,English,cx_PH,Teacher,33,J.K Rowling,Disha Patani,Vidyamandir Classes,M,Married,Neo Convent,MIT
100797,German,es_ES,Civil Engineer,25,Terrible Tiny Tales,Shopmania,Mitacs Globalink,M,Married,Oxford School,Amity
100798,German,da_DK,Mechanical Engineer,20,Disha Patani,Vidyamandir Classes,Mitacs Globalink,F,Married,DPS,MIT
100799,English,ca_ES,General Physician,28,Silicon Valley,A.P.J Abdul Kalam,Narendra Modi,F,Married,Oxford School,Maharaja Surajmal
100800,English,gn_PY,Teacher,36,Mitacs Globalink,MS Dhoni,Narendra Modi,M,single,DPS,MIT
100801,Spanish,cy_GB,Dentist,22,Silicon Valley,Vidyamandir Classes,Shopmania,F,Married,Neo Convent,MIT
100802,Hindi,cs_CZ,Neurologist,25,MS Dhoni,Disha Patani,Vidyamandir Classes,M,Married,Mount Carmel,MIT
100803,Portugese,cs_CZ,Teacher,30,A.P.J Abdul Kalam,Silicon Valley,Mitacs Globalink,M,single,Indraprastha School,MIT
100804,Hindi,de_DE,Mechanical Engineer,36,Terrible Tiny Tales,Shopmania,A.P.J Abdul Kalam,M,single,Indraprastha School,Delhi technological University
100805,Chinese,cx_PH,Dentist,35,Narendra Modi,MS Dhoni,Disha Patani,F,Married,Indraprastha School,Delhi technological University
100806,Spanish,de_DE,General Physician,23,A.P.J Abdul Kalam,Terrible Tiny Tales,Disha Patani,F,single,Oxford School,Delhi technological University
100807,Hindi,gn_PY,Dentist,27,J.K Rowling,Vidyamandir Classes,Terrible Tiny Tales,M,single,Oxford School,CMU
100808,Chinese,eu_ES,Mechanical Engineer,29,J.K Rowling,Silicon Valley,Mitacs Globalink,F,single,DPS,Amity
100809,Hindi,ca_ES,Teacher,34,MS Dhoni,Shopmania,Terrible Tiny Tales,M,Married,Indraprastha School,Amity
100810,Portugese,es_ES,Dentist,27,Terrible Tiny Tales,Shopmania,Disha Patani,F,Married,Neo Convent,Delhi technological University
100811,Portugese,eu_ES,Business Man,23,Silicon Valley,Vidyamandir Classes,Mitacs Globalink,M,single,Indraprastha School,Amity
100812,Hindi,en_UD,Civil Engineer,37,Shopmania,MS Dhoni,Silicon Valley,F,Married,Oxford School,MIT
100813,English,de_DE,Business Man,36,A.P.J Abdul Kalam,Silicon Valley,Disha Patani,F,Married,Neo Convent,CMU
100814,Spanish,cx_PH,Business Man,21,Disha Patani,J.K Rowling,MS Dhoni,F,single,Indraprastha School,CMU
100815,Chinese,en_UD,Computer Engineer,29,MS Dhoni,Narendra Modi,Disha Patani,M,Married,Mount Carmel,Delhi technological University
100816,Portugese,ca_ES,Dentist,34,Shopmania,Narendra Modi,Terrible Tiny Tales,M,Married,DPS,MIT
100817,Chinese,es_ES,Dentist,33,Mitacs Globalink,Disha Patani,Silicon Valley,M,Married,Mount Carmel,MIT
100818,English,gn_PY,General Physician,22,A.P.J Abdul Kalam,Disha Patani,Silicon Valley,F,Married,Mount Carmel,MIT
100819,English,cs_CZ,Computer Engineer,26,A.P.J Abdul Kalam,Vidyamandir Classes,Disha Patani,F,single,Oxford School,MIT
100820,Hindi,cx_PH,Computer Engineer,35,Narendra Modi,MS Dhoni,Disha Patani,M,single,Oxford School,CMU
100821,Chinese,cs_CZ,Business Man,39,A.P.J Abdul Kalam,J.K Rowling,MS Dhoni,F,Married,Mount Carmel,Delhi technological University
100822,Spanish,ca_ES,Mechanical Engineer,20,Vidyamandir Classes,Silicon Valley,J.K Rowling,M,Married,Neo Convent,Maharaja Surajmal
100823,German,eu_ES,Civil Engineer,23,J.K Rowling,Mitacs Globalink,Narendra Modi,F,Married,Mount Carmel,Maharaja Surajmal
100824,Portugese,en_US,Dentist,29,Mitacs Globalink,A.P.J Abdul Kalam,Narendra Modi,M,Married,DPS,Amity
100825,German,en_UD,Computer Engineer,33,Disha Patani,Silicon Valley,MS Dhoni,M,Married,Oxford School,MIT
100826,English,es_LA,Dentist,34,Vidyamandir Classes,A.P.J Abdul Kalam,Terrible Tiny Tales,M,Married,Mount Carmel,Maharaja Surajmal
100827,German,eu_ES,General Physician,40,A.P.J Abdul Kalam,Disha Patani,Vidyamandir Classes,F,Married,DPS,MIT
100828,Hindi,cy_GB,Mechanical Engineer,26,Narendra Modi,Shopmania,Vidyamandir Classes,F,single,Neo Convent,Amity
100829,Hindi,gn_PY,Mechanical Engineer,28,Shopmania,Vidyamandir Classes,Disha Patani,F,single,Oxford School,MIT
100830,Chinese,da_DK,Dentist,37,Mitacs Globalink,A.P.J Abdul Kalam,Terrible Tiny Tales,M,single,Indraprastha School,MIT
100831,Spanish,de_DE,Computer Engineer,22,Narendra Modi,MS Dhoni,Disha Patani,M,single,Indraprastha School,Amity
100832,Portugese,en_US,Neurologist,40,A.P.J Abdul Kalam,Terrible Tiny Tales,Mitacs Globalink,F,single,Oxford School,Amity
100833,Hindi,cx_PH,Neurologist,28,Disha Patani,Mitacs Globalink,Narendra Modi,M,Married,Oxford School,Delhi technological University
100834,German,ca_ES,Computer Engineer,29,A.P.J Abdul Kalam,Vidyamandir Classes,Narendra Modi,M,Married,DPS,Maharaja Surajmal
100835,Chinese,de_DE,Computer Engineer,39,MS Dhoni,J.K Rowling,Mitacs Globalink,F,single,Indraprastha School,Delhi technological University
100836,Portugese,da_DK,Business Man,31,Vidyamandir Classes,Terrible Tiny Tales,J.K Rowling,M,Married,Mount Carmel,Delhi technological University
100837,Hindi,da_DK,General Physician,33,Silicon Valley,Disha Patani,Narendra Modi,F,single,DPS,Delhi technological University
100838,Chinese,eu_ES,Business Man,26,Disha Patani,J.K Rowling,Silicon Valley,M,Married,Neo Convent,Maharaja Surajmal
100839,Portugese,gn_PY,Computer Engineer,36,A.P.J Abdul Kalam,Terrible Tiny Tales,Disha Patani,F,single,DPS,CMU
100840,English,en_US,General Physician,34,Shopmania,MS Dhoni,Vidyamandir Classes,F,single,Mount Carmel,Maharaja Surajmal
100841,English,gn_PY,Business Man,38,Shopmania,Terrible Tiny Tales,J.K Rowling,F,Married,Neo Convent,Amity
100842,Portugese,en_US,Civil Engineer,36,Silicon Valley,Disha Patani,Narendra Modi,F,Married,Mount Carmel,Delhi technological University
100843,Spanish,cx_PH,Business Man,20,Disha Patani,Vidyamandir Classes,Terrible Tiny Tales,F,single,Indraprastha School,Maharaja Surajmal
